"""About the data: Exported on Oct 13, 2022. Criteria: 'adaptive blockchain' in title and abstract; Publication Year is 2018 or 2019 or 2020 or 2021 or 2022. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,Publisher,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,UIDs of supporting grants,Supporting Grants,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Cancer Types,CSO Categories,Units of Assessment,Sustainable Development Goals
5023,pub.1132687860,10.3390/s20226503,33202552,PMC7697744,IoT Adaptive Dynamic Blockchain Networking Method Based on Discrete Heartbeat Signals,"The combination of blockchain technology and Internet of Things (IoT) technology has brought many significant advantages and new development directions. With the development of embedded technology and 5G communication technology, the performance limitations and network limitations that are traditionally believed to restrict the application of blockchain technology to IoT devices have been broken. The development of ""blockchain + 5G + IoT"" provides reliable data from the source for the blockchain, linking the credible mapping of physical assets and digital assets. However, at the beginning of the blockchain design, the application of the IoT was not fully considered, so there have been some obvious defects in applying the blockchain technology in the IoT. In the Byzantine fault tolerance (BFT) consensus algorithm of traditional blockchain, the entire blockchain network will become paralyzed when more than 1/3 of the nodes in the network are offline. However, in IoT applications, this situation is likely to occur and greatly limits the security and stability of the application of blockchain technology in the IoT. In order to solve this problem, we proposed an IoT adaptive dynamic blockchain networking method based on discrete heartbeat signals. The feature of the method is to set a different monitoring time for each group of nodes, that is, discrete heartbeat signals monitoring. When the number of nodes gradually decreases, the IoT adaptive dynamic blockchain network can dynamically adapt to this process. Even when more than 1/3 of the IoT are offline, the adaptive dynamic IoT blockchain network can maintain stable running. This method also has the advantages of a short network expectation recovery time and avoids instantaneous system paralysis caused by the thundering herd effect. This research improves the security and stability of the application of blockchain technology in the IoT, and provides the necessary technical foundation for the better combination of blockchain technology and IoT technology.",,Sensors,,MDPI,,2020-11-14,2020,2020-11-14,,20,22,6503,All OA; Gold,Article,"Hu, Xueyang; Zheng, Yili; Su, Yu; Guo, Rui","Hu, Xueyang (School of Technology, Beijing Forestry University, Beijing 100083, China;, huxueyang@bjfu.edu.cn); Zheng, Yili (School of Technology, Beijing Forestry University, Beijing 100083, China;, huxueyang@bjfu.edu.cn); Su, Yu (Chaintofuture Technology Limited, Beijing 100081, China;, suyu@ultrain.io, (Y.S.);, rayguo@ultrain.io, (R.G.)); Guo, Rui (Chaintofuture Technology Limited, Beijing 100081, China;, suyu@ultrain.io, (Y.S.);, rayguo@ultrain.io, (R.G.))","Zheng, Yili (Beijing Forestry University)","Hu, Xueyang (Beijing Forestry University); Zheng, Yili (Beijing Forestry University); Su, Yu (); Guo, Rui ()",Beijing Forestry University,grid.66741.32,Beijing,,China,National Natural Science Foundation of China,,China,grant.8196263,31670719,2,2,0.63,0.99,3,https://www.mdpi.com/1424-8220/20/22/6503/pdf,https://app.dimensions.ai/details/publication/pub.1132687860,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics; B12 Engineering,
717,pub.1128144529,10.48550/arxiv.2006.01072,,,GHAST: Breaking Confirmation Delay Barrier in Nakamoto Consensus via  Adaptive Weighted Blocks,"Initiated from Nakamoto's Bitcoin system, blockchain technology has
demonstrated great capability of building secure consensus among decentralized
parties at Internet-scale, i.e., without relying on any centralized trusted
party. Nowadays, blockchain systems find applications in various fields. But
the performance is increasingly becoming a bottleneck, especially when
permissionless participation is retained for full decentralization.
  In this work, we present a new consensus protocol named GHAST (Greedy
Heaviest Adaptive Sub-Tree) which organizes blocks in a Tree-Graph structure
(i.e., a directed acyclic graph (DAG) with a tree embedded) that allows fast
and concurrent block generation. GHAST protocol simultaneously achieves a
logarithmically bounded liveness guarantee and low confirmation latency. More
specifically, for maximum latency $d$ and adversarial computing power bounded
away from 50\%, GHAST guarantees confirmation with confidence $\ge
1-\varepsilon$ after a time period of $O(d\cdot \log(1/\varepsilon))$. When
there is no observable attack, GHAST only needs $3d$ time to achieve
confirmation at the same confidence level as six-block-confirmation in Bitcoin,
while it takes roughly $360d$ in Bitcoin.",,arXiv,,,,2020-06-01,2020,,,,,,All OA; Green,Preprint,"Li, Chenxing; Long, Fan; Yang, Guang","Li, Chenxing (); Long, Fan (); Yang, Guang ()",,"Li, Chenxing (); Long, Fan (); Yang, Guang ()",,,,,,,,,,,0,0,,0,2,,https://app.dimensions.ai/details/publication/pub.1128144529,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy,,,,,,B11 Computer Science and Informatics,
715,pub.1110753817,10.1109/iccss.2018.8572469,,,A Sustainable Reward Mechanism for Block Mining in PoW-Based Blockchain,"Blockchain brings a peer-to-peer transaction solution without a trusted third authority over the peer-to-peer network. Proof-of-work (PoW), also called ‘mining’, incents some peers (called miners)to compete for the right of block generation by rewarding a certain mount of cryptocurrency. Hence, PoW undertakes the cryptocurrency creation and block generation in a blockchain based transaction system (BTS). However, in a BTS, the block mining reward (BMR)will be terminated after that the regulated quantity of currency have been minted. Although the voluntarily paid transaction fee is allowed to support BMR, the stable reward for block mining is no longer guaranteed, and which inevitably destroys the sustainability of BTS. In this work, we propose a sustainable reward mechanism (SRM)for block mining in BTS. Specifically, SRM introduces a mandatory transaction fee mechanism with dedicated fee rate determination algorithm. An on-chain public account (PA), which is trust-free but security-provable, is set to collect the dynamic transaction fees. With transaction fee collection under adaptive fee rate setting, PA provides the steady BMR, thus makes blockchain sustainable when the currency creation purposed BMR has been terminated. Numerical results are presented to demonstrate the effectiveness of SRM.","This work was supported in part by NSF of China under the grant 61672467 and 61503343, and NSF of Zhejiang Province This work was supported in part by NSF of China under the grant 61672467 and 61503343, and NSF of Zhejiang Province of China under the grants LY18F030013 and LY16F030002.",,"2018 5th International Conference on Information, Cybernetics, and Computational Social Systems (ICCSS)",Institute of Electrical and Electronics Engineers (IEEE),,2018-08-16,2018,,2018-08-16,00,,156-161,Closed,Proceeding,"Lin, Feilong; Zheng, Zhonglong; Huang, Zhiliang; Tang, Changbing; Peng, Hao; Chen, Zhongyu","Lin, Feilong (College of Mathematics, Physics and Information Engineering, Zhejiang Normal University, Zhejiang, P. R. China); Zheng, Zhonglong (College of Mathematics, Physics and Information Engineering, Zhejiang Normal University, Zhejiang, P. R. China); Huang, Zhiliang (College of Mathematics, Physics and Information Engineering, Zhejiang Normal University, Zhejiang, P. R. China); Tang, Changbing (College of Mathematics, Physics and Information Engineering, Zhejiang Normal University, Zhejiang, P. R. China); Peng, Hao (College of Mathematics, Physics and Information Engineering, Zhejiang Normal University, Zhejiang, P. R. China); Chen, Zhongyu (College of Mathematics, Physics and Information Engineering, Zhejiang Normal University, Zhejiang, P. R. China)",,"Lin, Feilong (Zhejiang Normal University); Zheng, Zhonglong (Zhejiang Normal University); Huang, Zhiliang (Zhejiang Normal University); Tang, Changbing (Zhejiang Normal University); Peng, Hao (Zhejiang Normal University); Chen, Zhongyu (Zhejiang Normal University)",Zhejiang Normal University,grid.453534.0,Jinhua,,China,National Natural Science Foundation of China,,China,grant.8300166; grant.8306558,61503343; 61672467,4,2,,1.18,,,https://app.dimensions.ai/details/publication/pub.1110753817,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
707,pub.1139453678,10.1007/s11277-021-08729-0,,,Blockchain-Based Security Enhancement and Spectrum Sensing in Cognitive Radio Network,"In recent times, wireless communication systems have been considered by a fixed spectrum allocation policy, where administrative agencies provide wireless spectrum to licensees on a long-term basis for high geographical areas. Cognitive radio networks (CRN) will provide a large bandwidth to mobile users. However, CRN networks impose challenges due to security issues and spectrum management issues. Hence, in this paper, blockchain based security enhancement and spectrum sensing method is developed for managing the spectrum as well as identify the malicious user in the CRN. In the CRN, spectrum sensing is a fundamental requirement which affected by the malicious user. The malicious user is attacking the general signal detection of network and disturbs the accuracy of the system performance. The occurrence of a malicious user in CRN sends false sensing data which decreases the presentation of the system. Blockchain-based security and spectrum sensing is achieved in the CRN network which empowers the system performance. The blockchain-based method is utilized to identify the malicious user in the CRN by an Adaptive threshold spectrum energy detection algorithm. The proposed method is implemented in MATLAB and performance is evaluated by performance metrics such as the probability of detection, false alarm probability, sensing performance gain, total error probability, missed detection probability, number of selected sensing nodes, average network throughput, and energy efficiency. The proposed method is compared by existing methods such as Friend or Foe and Tidal Trust Algorithm.",This work is supported by FCT/MCTES through national funds and when applicable co-funded EU funds under the Project UIDB/EEA/50008/2020; and by Brazilian National Council for Research and Development (CNPq) via Grant No. 313036/2020-9.,Wireless Personal Communications,,Springer Nature,,2021-07-06,2021,2021-07-06,,,,1-23,Closed,Article,"Khanna, Ashish; Rani, Poonam; Sheikh, Tariq Hussain; Gupta, Deepak; Kansal, Vineet; Rodrigues, Joel J. P. C.","Khanna, Ashish (Maharaja Agarsen Institute of Technology, New Delhi, India; Federal University of Piauı (UFPI), Teresina, PI, Brazil); Rani, Poonam (Netaji Subhas University of Technology, New Delhi, India); Sheikh, Tariq Hussain (Department of Computer Science, Government Degree College Poonch, JK UT, Poonch, India); Gupta, Deepak (Maharaja Agarsen Institute of Technology, New Delhi, India; Federal University of Piauı (UFPI), Teresina, PI, Brazil); Kansal, Vineet (Institute of Engineering and Technology, Dr APJ Abdul Kalam Technical University, Lucknow, India); Rodrigues, Joel J. P. C. (Federal University of Piauı (UFPI), Teresina, PI, Brazil; Instituto de Telecomunicacoes, Covilha, Portugal)","Gupta, Deepak (; Federal University of Piauí)","Khanna, Ashish (Federal University of Piauí); Rani, Poonam (Netaji Subhas University of Technology); Sheikh, Tariq Hussain (); Gupta, Deepak (Federal University of Piauí); Kansal, Vineet (Dr. A.P.J. Abdul Kalam Technical University); Rodrigues, Joel J. P. C. (Federal University of Piauí; Instituto de Telecomunicações)",Netaji Subhas University of Technology; Instituto de Telecomunicações; Federal University of Piauí; Dr. A.P.J. Abdul Kalam Technical University,grid.506050.6; grid.421174.5; grid.412380.c; grid.418403.a,New Delhi; Lisbon; Teresina; Lucknow,; ; ; Uttar Pradesh,India; Portugal; Brazil; India,National Council for Scientific and Technological Development; Fundação para a Ciência e Tecnologia; European Commission,cOAlition S; EC & ERC - European Union,Brazil; Portugal; Belgium,grant.9761028,UIDB/50008/2020,10,10,,,,,https://app.dimensions.ai/details/publication/pub.1139453678,40 Engineering; 4006 Communications Engineering; 46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4605 Data Management and Data Science; 4613 Theory Of Computation,,,,,,B11 Computer Science and Informatics,7 Affordable and Clean Energy
706,pub.1147898080,10.1007/978-981-16-7985-8_65,,,Improving Security with Optimized QoS in Cognitive Radio Networks Using AI Backed Blockchains,"Cognitive radio networks (CRs) are used whenever intelligent channel selection is needed. Using CR, the trans receiver is able to send scan signals on the network to evaluate if the network is free or not. Once the scan is complete, then data communication is performed on the network. In order to optimize the network performance, various state-of-the-art approaches are proposed which optimize the quality of service (QoS) parameters like end-to-end communication delay, throughput, energy consumption, packet delivery ratio, etc. While optimizing these QoS parameters, there are certain security loop holes created in the CRNs. Due to these loop holes, the sensing capabilities of the CR nodes get affected as attackers induce invalid signatures on the nodes, thereby making them misbehave. In order to reduce these attacks, this paper introduces a blockchain based approach to secure the cognitive radio network. But due to the inclusion of a security framework, the network QoS reduces. In order to reduce the effect of blockchain on QoS, an adaptive Artificial Intelligence (AI) is incorporated into the network. This AI layer is responsible for enhancing the QoS performance, while keeping the CRN secure. The AI layer uses sidechains in order to perform this task. This work is observed to have a 20% higher trust level than non-blockchain based security algorithms, while maintaining a 10% improvement in the overall network QoS.",,Lecture Notes in Electrical Engineering,ICCCE 2021,Springer Nature,,2022-05-16,2022,2022-05-16,2022,828,,629-638,Closed,Chapter,"Chopade, Shital S.; Dalu, Surendra S.","Chopade, Shital S. (Department of Electronics Engineering, DMIETR, Wardha, Maharashtra, India); Dalu, Surendra S. (Department of Electronics and Telecommunication Engineering, Government Polytechnic, Yavatmal, Maharashtra, India)","Chopade, Shital S. ","Chopade, Shital S. (); Dalu, Surendra S. ()",,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1147898080,40 Engineering; 4006 Communications Engineering; 46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
704,pub.1150258677,10.3390/electronics11162549,,,Blockchain-Assisted Adaptive Reconfiguration Method for Trusted UAV Network,"Due to the high mobility of nodes and the complexity of the mission environment, mission-oriented UAV networks are not only subject to frequent topology changes, but also to the risk of being compromised, hijacked and corrupted. As a result, an operating UAV network is essentially a Byzantine distributed system whose physical structure and node trustworthiness change over time. How to implement the global management of UAV networks to achieve a rational allocation of UAV network resources and reconfiguration of trusted networks is a problem worthy of in-depth study. The method proposed in this paper introduces a lightweight storage blockchain in the UAV network through two-stage consensus, firstly performing data consensus on the local state records of the nodes, then performing decision consensus on the data consensus results using algorithms such as fuzzy K-Modes clustering and global trustworthiness assessment, and finally recording the decision consensus results into a new block as the new configuration information of the UAV network. A lightweight storage blockchain-assisted trusted zone routing protocol (BC_TZRP) is designed to dynamically and adaptively build configurable trusted networks in a way that the blockchain continuously adds new blocks. Using QualNet simulation experimental software, an experimental comparison between the classical routing protocol for mobile self-organizing networks and the traditional consensus algorithm for blockchains is conducted. The results show that the approach has significant advantages in terms of packet delivery rate, routing overhead and average end-to-end delay, and can effectively improve the overall working life and fault tolerance of the UAV network.",,Electronics,,MDPI,,2022-08-15,2022,2022-08-15,,11,16,2549,All OA; Gold,Article,"Kong, Lingjun; Chen, Bing; Hu, Feng","Kong, Lingjun (); Chen, Bing (); Hu, Feng ()",,"Kong, Lingjun (); Chen, Bing (); Hu, Feng ()",,,,,,National Natural Science Foundation of China; Ministry of Science and Technology of the People's Republic of China,,China; China,,,0,0,,,,https://www.mdpi.com/2079-9292/11/16/2549/pdf?version=1660566770,https://app.dimensions.ai/details/publication/pub.1150258677,"40 Engineering; 4009 Electronics, Sensors and Digital Hardware",,,,,,B11 Computer Science and Informatics,
686,pub.1101874796,10.1007/978-3-319-78375-8_3,,,"Ouroboros Praos: An Adaptively-Secure, Semi-synchronous Proof-of-Stake Blockchain","We present “Ouroboros Praos”, a proof-of-stake blockchain protocol that, for the first time, provides security against fully-adaptive corruption in the semi-synchronous setting: Specifically, the adversary can corrupt any participant of a dynamically evolving population of stakeholders at any moment as long the stakeholder distribution maintains an honest majority of stake; furthermore, the protocol tolerates an adversarially-controlled message delivery delay unknown to protocol participants.To achieve these guarantees we formalize and realize in the universal composition setting a suitable form of forward secure digital signatures and a new type of verifiable random function that maintains unpredictability under malicious key generation. Our security proof develops a general combinatorial framework for the analysis of semi-synchronous blockchains that may be of independent interest. We prove our protocol secure under standard cryptographic assumptions in the random oracle model.","We thank Christian Badertscher and the anonymous reviewers for several useful suggestions improving the presentation of the paper. Peter Gaži partly worked on this project while being a postdoc at IST Austria, supported by the ERC consolidator grant 682815-TOCNeT. Aggelos Kiayias was partly supported by H2020 Project #653497, PANORAMIX.",Lecture Notes in Computer Science,Advances in Cryptology – EUROCRYPT 2018,Springer Nature,,2018-03-31,2018,2018-03-31,2018,10821,,66-98,All OA; Green,Chapter,"David, Bernardo; Gaži, Peter; Kiayias, Aggelos; Russell, Alexander","David, Bernardo (Tokyo Institute of Technology, Tokyo, Japan; IOHK, Hong Kong, China); Gaži, Peter (IOHK, Hong Kong, China); Kiayias, Aggelos (IOHK, Hong Kong, China; University of Edinburgh, Edinburgh, UK); Russell, Alexander (University of Connecticut, Mansfield, CT, USA)","David, Bernardo (Tokyo Institute of Technology; )","David, Bernardo (Tokyo Institute of Technology); Gaži, Peter (); Kiayias, Aggelos (University of Edinburgh); Russell, Alexander (University of Connecticut)",University of Edinburgh; Tokyo Institute of Technology; University of Connecticut,grid.4305.2; grid.32197.3e; grid.63054.34,Edinburgh; Tokyo; Storrs,; Tôkyô; Connecticut,United Kingdom; Japan; United States,European Research Council; Directorate for Computer & Information Science & Engineering; Japan Society for the Promotion of Science,EC & ERC - European Union; NSF - National Science Foundation,Belgium; United States; Japan,grant.5494886; grant.7544829; grant.6937280; grant.6937201,682815; 18K17999; 1718286; 1717432,196,95,,65.79,6,https://link.springer.com/content/pdf/10.1007%2F978-3-319-78375-8_3.pdf,https://app.dimensions.ai/details/publication/pub.1101874796,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy,,,,,,B11 Computer Science and Informatics,
657,pub.1133737908,10.1145/3429351.3431740,,,Towards Environmental-Adaptive and Performance-Resilient Consensus in Distributed Ledger Technology,"Many recent research works have proposed distributed ledger technology (DLT) that employs Byzantine fault-tolerant (BFT) consensus protocols as the underlying core primitive to create a total order among all transactions. Compared to many Proof-of-Work (PoW) blockchains, this design typically benefits from increased performance, energy efficiency and proven liveness and safety characteristics. While BFT protocols have the potential to create highly resilient infrastructures, some questions yet remain to be answered. This paper sketches our current and future research on how DLTs can benefit from making the underlying BFT protocol adaptive towards the system's environment (e.g., geographic decentralization or system scale) and resilient against attacks of malicious replicas that are targeted at degrading the overall system performance.",,,Proceedings of the 21st International Middleware Conference Doctoral Symposium,Association for Computing Machinery (ACM),,2020-12-07,2020,2020-12-07,2020-12-07,,,1-4,Closed,Proceeding,"Berger, Christian","Berger, Christian (University of Passau, Passau, Germany)",,"Berger, Christian (University of Passau)",University of Passau,grid.11046.32,Passau,Bayern,Germany,,,,,,0,0,,0,,,https://app.dimensions.ai/details/publication/pub.1133737908,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,7 Affordable and Clean Energy
632,pub.1113861700,10.1145/3297280.3297309,,,Adaptive information dissemination in the Bitcoin network,"Distributed ledgers have received significant attention as a building block for cryptocurrencies and have proven to be also relevant in several other fields. In cryptocurrencies, this abstraction is usually implemented by grouping transactions in blocks that are then linked together to form a blockchain. Nodes need to exchange information to maintain the status of the chain but this process consumes significant network resources. Unfortunately, naively reducing the number of messages exchanged can have a negative impact in performance and correctness, as some transactions might not be included in the chain. In this paper, we study the mechanisms of information dissemination used in Bitcoin and propose a set of adaptive mechanisms that lower network resource usage. Our experimental evaluation shows that is possible to lower the bandwidth consumed by 10.2% and the number of exchanged messages in 41.5%, without any negative impact in the number of transactions committed.",,,Proceedings of the 34th ACM/SIGAPP Symposium on Applied Computing,Association for Computing Machinery (ACM),,2019-04-08,2019,2019-04-08,2019-04-08,,,276-283,Closed,Proceeding,"Marçal, João; Rodrigues, Luís; Matos, Miguel","Marçal, João (INESC-ID, IST, U. Lisboa, Lisbon, Portugal); Rodrigues, Luís (INESC-ID, IST, U. Lisboa, Lisbon, Portugal); Matos, Miguel (INESC-ID, IST, U. Lisboa, Lisbon, Portugal)",,"Marçal, João (Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento); Rodrigues, Luís (Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento); Matos, Miguel (Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento)",Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,grid.14647.30,Lisbon,,Portugal,,,,,,2,1,,0.73,1,,https://app.dimensions.ai/details/publication/pub.1113861700,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
631,pub.1150714940,10.4018/978-1-6684-7132-6.ch031,,,The Internet of Things and Blockchain Technologies Adaptive Trade Systems in the Virtual World,"This chapter presents artificial and natural intelligence technologies. As part of the digital economy of the virtual world program, it is envisaged to increase the efficiency of electronic commerce and entrepreneurship; a similar task has been set by the leadership of the People's Republic of China. At present, thinking in the virtual world and China is radically transforming, along with methodological approaches to the development of trade policy and its tools in the digital economy. It is these circumstances that determine the relevance of the study, the results of which are presented in this chapter. Development of the fundamental foundations for improving the efficiency of electronic commerce and entrepreneurship in virtual world and China based on the virtual exchange of intellectual knowledge using blockchain technology and implementation multi-chain open source platform is the goal. An acceleration of scientific and technological progress in all areas of knowledge raises the task for ensuring the continuous growth of professional skills throughout the whole life.",,,"Research Anthology on Convergence of Blockchain, Internet of Things, and Security",IGI Global,,2022-07-08,2022,,,,,556-569,Closed,Chapter,"Mkrttchian, Vardan","Mkrttchian, Vardan ()",,"Mkrttchian, Vardan ()",,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1150714940,46 Information and Computing Sciences; 4609 Information Systems,,,,,,C17 Business and Management Studies,
602,pub.1137002285,10.1109/jiot.2021.3071562,,,Blockchain-Enabled Adaptive-Learning-Based Resource-Sharing Framework for IIoT Environment,"The industrial Internet of Things (IIoT) has emerged as an essential paradigm to enhance industrial operations and productivity through efficient utilization of available resources. The paradigm allows industrial devices to share computing resources based on locality constraints to support innovative services. In this article, we propose a trusted multihop collaborative computing model for the efficient utilization of nearby devices in an IIoT environment. To establish trust, we explore a social-aware incentive scheme managed by network edge, using distributed ledgers. The extensive simulation results demonstrate the effectiveness of the proposed model in the presence of malicious nodes in the industrial environment.","The work of Sarah Iqbal, Rafidah Md Noor, and Asad Waqar Malik was supported in part by the Faculty under Grant GPF019D-2019, and in part by the University of Malaya Research under Grant IIRG004D-2020IISS.",IEEE Internet of Things Journal,,Institute of Electrical and Electronics Engineers (IEEE),,2021-01-01,2021,2021-04-07,2021-01-01,8,19,14746-14755,Closed,Article,"Iqbal, Sarah; Noor, Rafidah Md; Malik, Asad Waqar; Rahman, Anis U.","Iqbal, Sarah (Department of Computer System and Technology, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia); Noor, Rafidah Md (Department of Computer System and Technology, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia); Malik, Asad Waqar (Department of Computing, National University of Sciences and Technology (NUST), Islamabad, 44000, Pakistan); Rahman, Anis U. (Department of Computing, National University of Sciences and Technology (NUST), Islamabad, 44000, Pakistan)","Iqbal, Sarah (University of Malaya)","Iqbal, Sarah (University of Malaya); Noor, Rafidah Md (University of Malaya); Malik, Asad Waqar (National University of Sciences and Technology); Rahman, Anis U. (National University of Sciences and Technology)",National University of Sciences and Technology; University of Malaya,grid.412117.0; grid.10347.31,Islamabad; Kuala Lumpur,; ,Pakistan; Malaysia,,,,,,4,4,,,,,https://app.dimensions.ai/details/publication/pub.1137002285,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,Clinical Research; Health Services,,,,,B11 Computer Science and Informatics,"9 Industry, Innovation and Infrastructure"
593,pub.1150595921,10.1016/j.ifacol.2022.08.011,,,Adapting the number of validator according the need in a BFT chain with SABINE,"Blockchain is a revolutionary technology asserting the integrity and the share of data between untrusted users and without central authority.In case of private and non-publicly accessible networks, more energy efficient consensus can be adapted than permissionless consensus such as consensus used in cryptocurrency. Theses permissionless consensuses are called BFT consensus and are based on communication between participants of the network. By design, latency and throughput of transaction commitment are impacted by the number of participants because an agreement with more participants takes more time. On the contrary, a chain shared with more participants is more secure to a same number of malicious users. Theses two properties implies that the number of validator is a trade off between security and performances that can potentially evolve according to demands. The present research proposes Sabine (Self-Adaptive BlockchaIn coNsEnsus protocol) a new consensus based on PBFT to optimally and dynamically adapt the pool of validator in order that the output transaction throughput meets the input transaction throughput, with a minimum limit on the number of validators, implying a more reactive chain, with less latency. An evaluation of Sabine on the Grid5000 shows a relative error between this throughput of 4.45% compared to 67.6% for a classic chain.",,IFAC-PapersOnLine,,Elsevier,,2022,2022,,2022,55,8,64-70,All OA; Gold,Article,"Leduc, Guilain; Kubler, Sylvain; Georges, Jean-Philippe","Leduc, Guilain (Université de Lorraine, CNRS, CRAN, F-54000 Nancy, France); Kubler, Sylvain (Université de Lorraine, CNRS, CRAN, F-54000 Nancy, France); Georges, Jean-Philippe (Université de Lorraine, CNRS, CRAN, F-54000 Nancy, France)",,"Leduc, Guilain (Research Center for Automatic Control of Nancy); Kubler, Sylvain (Research Center for Automatic Control of Nancy); Georges, Jean-Philippe (Research Center for Automatic Control of Nancy)",Research Center for Automatic Control of Nancy,grid.462787.8,Nancy,,France,,,,,,0,0,,,,https://doi.org/10.1016/j.ifacol.2022.08.011,https://app.dimensions.ai/details/publication/pub.1150595921,"40 Engineering; 4007 Control Engineering, Mechatronics and Robotics; 4008 Electrical Engineering",,,,,,B11 Computer Science and Informatics,7 Affordable and Clean Energy
592,pub.1139735988,10.21203/rs.3.rs-714669/v1,,,Blockchain Based Intelligent Incentive Enabled Information Sharing Scheme in Future Generation IoV Networks,"With the advancement of vehicle’s traffic information processing and communication capability in Internet of Vehicle (IoV) network widely used for the vehicle-to- infrastructure transportation communication. Firstly, the protection of the user’s (vehicles) privacy at the time of information sharing and secondly, users lack the motivation to share the traffic information with roadside units (RSUs) are two major concerns in the IoV networks. In this regard, we propose a novel adaptive neuro-fuzzy based payment using blockchain (ANFPB) transportation communication scheme that not only motivates users to take participate in the information sharing problems with the payment mechanism but also allows users to anonymously share the traffic information with RSU in the IoV network. Meanwhile, a smart contract is presented to generate pseudonyms to share the traffic information anonymously in a non-trustful IoV network. Also, an algorithm ANFPB is presented for the evaluation of payment based on location, timeline, and quality of information shared by the vehicles. Finally, the extensive simulation analysis shows that the proposed ANFPB is more efficient in terms of preserving privacy and computational costs as compared to state-of-the-art schemes.",,Research Square,,Research Square Platform LLC,,2021-07-16,2021,2021-07-16,,,,,All OA; Green,Preprint,"Alam, Intyaz; Kumar, Sushil; Kumar, Manoj; Kashyap, Pankaj Kumar","Alam, Intyaz (Jawaharlal Nehru University); Kumar, Sushil (Jawaharlal Nehru University); Kumar, Manoj (Jawaharlal Nehru University); Kashyap, Pankaj Kumar (Jawaharlal Nehru University)",,"Alam, Intyaz (Jawaharlal Nehru University); Kumar, Sushil (Jawaharlal Nehru University); Kumar, Manoj (Jawaharlal Nehru University); Kashyap, Pankaj Kumar (Jawaharlal Nehru University)",Jawaharlal Nehru University,grid.10706.30,New Delhi,,India,,,,,,0,0,,,1,https://www.researchsquare.com/article/rs-714669/latest.pdf,https://app.dimensions.ai/details/publication/pub.1139735988,"35 Commerce, Management, Tourism and Services; 3509 Transportation, Logistics and Supply Chains; 40 Engineering; 4005 Civil Engineering; 46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4605 Data Management and Data Science",,,,,,B11 Computer Science and Informatics; B12 Engineering,3 Good Health and Well Being
